Date,Status,TT,AN,AP,AR,AS,BR,CH,CT,DN,DD,DL,GA,GJ,HR,HP,JK,JH,KA,KL,LA,LD,MP,MH,MN,ML,MZ,NL,OR,PY,PB,RJ,SK,TN,TG,TR,UP,UT,WB,UN
17-Mar-20,Recovered,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17-Mar-20,Deceased,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18-Mar-20,Confirmed,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,8.0,0.0,2.0,1.0,0.0,0.0
18-Mar-20,Recovered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18-Mar-20,Deceased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19-Mar-20,Confirmed,27.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0
19-Mar-20,Recovered,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
19-Mar-20,Deceased,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20-Mar-20,Confirmed,58.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,12.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0
20-Mar-20,Recovered,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20-Mar-20,Deceased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21-Mar-20,Confirmed,78.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,2.0,0.0,0.0,0.0,5.0,12.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,3.0,2.0,0.0,4.0,0.0,2.0,0.0
21-Mar-20,Recovered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21-Mar-20,Deceased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22-Mar-20,Confirmed,67.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,15.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,3.0,6.0,0.0,2.0,0.0,3.0,0.0
22-Mar-20,Recovered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22-Mar-20,Deceased,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23-Mar-20,Confirmed,102.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,12.0,7.0,1.0,0.0,0.0,7.0,28.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,3.0,6.0,0.0,2.0,1.0,0.0,0.0
23-Mar-20,Recovered,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23-Mar-20,Deceased,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
24-Mar-20,Confirmed,64.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,8.0,14.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,4.0,0.0,3.0,0.0,2.0,0.0
24-Mar-20,Recovered,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
24-Mar-20,Deceased,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25-Mar-20,Confirmed,90.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,3.0,4.0,1.0,0.0,5.0,0.0,10.0,9.0,0.0,0.0,8.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,0.0,8.0,4.0,0.0,3.0,1.0,0.0,0.0
25-Mar-20,Recovered,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-Mar-20,Deceased,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26-Mar-20,Confirmed,65.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,3.0,0.0,4.0,19.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0,4.0,0.0,1.0,0.0
26-Mar-20,Recovered,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26-Mar-20,Deceased,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27-Mar-20,Confirmed,164.0,5.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,6.0,0.0,9.0,39.0,0.0,0.0,9.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,9.0,15.0,0.0,7.0,0.0,5.0,0.0
27-Mar-20,Recovered,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
27-Mar-20,Deceased,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-Mar-20,Confirmed,143.0,3.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,9.0,0.0,8.0,2.0,0.0,13.0,0.0,17.0,6.0,0.0,0.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,8.0,0.0,16.0,1.0,3.0,0.0
28-Mar-20,Recovered,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
28-Mar-20,Deceased,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29-Mar-20,Confirmed,110.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,23.0,2.0,8.0,0.0,0.0,5.0,0.0,2.0,20.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,3.0,0.0,7.0,1.0,3.0,0.0
29-Mar-20,Recovered,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29-Mar-20,Deceased,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-Mar-20,Confirmed,187.0,1.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,25.0,0.0,7.0,1.0,0.0,11.0,0.0,5.0,32.0,0.0,0.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,0.0,17.0,7.0,0.0,24.0,0.0,1.0,0.0
30-Mar-20,Recovered,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,6.0,1.0,0.0,0.0
30-Mar-20,Deceased,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0
31-Mar-20,Confirmed,309.0,0.0,21.0,0.0,1.0,6.0,2.0,1.0,0.0,0.0,23.0,0.0,4.0,7.0,0.0,6.0,1.0,13.0,7.0,0.0,0.0,19.0,82.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,0.0,57.0,20.0,0.0,8.0,0.0,15.0,0.0
31-Mar-20,Recovered,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0
31-Mar-20,Deceased,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
01-Apr-20,Confirmed,424.0,0.0,67.0,0.0,15.0,3.0,2.0,0.0,0.0,0.0,32.0,0.0,13.0,0.0,0.0,7.0,0.0,9.0,24.0,0.0,0.0,32.0,33.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,27.0,0.0,110.0,30.0,0.0,13.0,0.0,0.0,0.0
01-Apr-20,Recovered,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-Apr-20,Deceased,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0
02-Apr-20,Confirmed,486.0,0.0,38.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,141.0,0.0,1.0,6.0,3.0,8.0,1.0,14.0,21.0,0.0,0.0,9.0,88.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,13.0,0.0,75.0,27.0,0.0,11.0,3.0,16.0,0.0
02-Apr-20,Recovered,22.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
02-Apr-20,Deceased,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03-Apr-20,Confirmed,560.0,0.0,15.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,93.0,1.0,7.0,9.0,0.0,5.0,0.0,4.0,9.0,1.0,0.0,47.0,64.0,0.0,0.0,0.0,0.0,15.0,0.0,6.0,46.0,0.0,102.0,75.0,0.0,46.0,6.0,0.0,0.0
03-Apr-20,Recovered,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
03-Apr-20,Deceased,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
04-Apr-20,Confirmed,579.0,0.0,28.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,59.0,1.0,13.0,26.0,7.0,17.0,0.0,16.0,11.0,0.0,0.0,25.0,148.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,27.0,0.0,74.0,43.0,0.0,60.0,6.0,0.0,0.0
04-Apr-20,Recovered,56.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0
04-Apr-20,Deceased,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
05-Apr-20,Confirmed,609.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,20.0,6.0,1.0,14.0,1.0,7.0,8.0,0.0,0.0,14.0,112.0,0.0,0.0,0.0,0.0,18.0,0.0,3.0,60.0,0.0,86.0,62.0,0.0,44.0,4.0,27.0,0.0
05-Apr-20,Recovered,43.0,0.0,3.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0
05-Apr-20,Deceased,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
06-Apr-20,Confirmed,484.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,18.0,20.0,4.0,3.0,1.0,12.0,13.0,0.0,0.0,63.0,121.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,35.0,0.0,50.0,30.0,1.0,27.0,5.0,0.0,0.0
06-Apr-20,Recovered,65.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,3.0,7.0,0.0,8.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0
06-Apr-20,Deceased,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
07-Apr-20,Confirmed,572.0,0.0,11.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,51.0,0.0,29.0,33.0,9.0,16.0,0.0,12.0,9.0,0.0,0.0,34.0,150.0,0.0,0.0,0.0,0.0,2.0,0.0,20.0,42.0,0.0,69.0,40.0,0.0,27.0,0.0,11.0,0.0
07-Apr-20,Recovered,75.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,4.0,0.0,3.0,2.0,1.0,0.0,0.0,5.0,12.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0
07-Apr-20,Deceased,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
08-Apr-20,Confirmed,565.0,1.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,93.0,0.0,11.0,24.0,0.0,33.0,0.0,6.0,9.0,0.0,0.0,51.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,40.0,0.0,48.0,49.0,0.0,29.0,4.0,8.0,0.0
08-Apr-20,Recovered,96.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,13.0,0.0,0.0,4.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0
08-Apr-20,Deceased,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
09-Apr-20,Confirmed,813.0,0.0,15.0,0.0,1.0,19.0,0.0,8.0,0.0,0.0,51.0,0.0,76.0,3.0,1.0,26.0,9.0,16.0,12.0,0.0,0.0,70.0,229.0,0.0,0.0,0.0,0.0,6.0,0.0,24.0,80.0,0.0,96.0,18.0,0.0,49.0,0.0,4.0,0.0
09-Apr-20,Recovered,70.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0
09-Apr-20,Deceased,46.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,9.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
