Covid-19 Population Estimated by PSD Model @ CDS/IISc
Day AN AP AR AS BR CH CT DL GA GJ HR HP JK JH KA KL LA LD MP MH MN OR PY PB RJ SK TN TG TR UP UT WB Total
0.0 3 16 1 2 7 9 3 48 1 37 31 4 12 1 43 116 14 1 17 127 1 4 2 26 43 1 32 45 1 45 6 12 707
1.0 3 18 1 2 8 10 3 55 1 41 35 4 13 1 48 131 16 1 19 143 1 4 2 29 48 1 36 52 1 50 7 13 801
2.0 4 20 1 3 9 11 4 62 1 47 39 5 15 1 55 148 18 1 22 162 1 5 3 33 55 1 41 58 1 57 8 15 907
3.0 4 23 1 3 10 13 4 70 1 53 44 6 17 1 62 168 20 1 24 184 1 6 3 37 62 1 46 66 1 65 9 17 1025
4.0 5 26 2 3 11 15 5 79 2 60 50 6 19 2 70 190 23 2 28 207 2 6 3 42 70 2 52 75 2 73 10 19 1159
5.0 5 29 2 4 13 16 5 90 2 68 57 7 22 2 79 214 26 2 31 234 2 7 4 48 79 2 59 84 2 82 11 22 1309
6.0 6 33 2 4 14 19 6 101 2 76 64 8 25 2 89 242 29 2 35 264 2 8 4 54 89 2 66 95 2 93 12 25 1477
7.0 7 37 2 5 16 21 7 114 2 86 72 9 28 2 100 273 33 2 40 298 2 9 5 61 100 2 75 107 2 105 14 28 1667
8.0 8 42 3 5 18 24 8 129 3 97 82 11 32 3 113 308 37 3 45 337 3 11 5 68 113 3 84 121 3 118 16 32 1880
9.0 9 47 3 6 21 27 9 145 3 110 92 12 36 3 127 347 42 3 50 379 3 12 6 77 127 3 95 136 3 133 18 36 2120
10.0 10 53 3 7 23 30 10 164 3 124 104 13 40 3 144 391 47 3 57 428 3 13 7 87 144 3 107 154 3 150 20 40 2389
11.0 11 60 4 8 26 34 11 185 4 139 117 15 45 4 162 441 53 4 64 482 4 15 8 98 162 4 120 173 4 169 23 45 2692
12.0 13 68 4 8 30 38 13 208 4 157 132 17 51 4 182 496 59 4 72 543 4 17 8 110 182 4 136 195 4 191 25 51 3033
13.0 14 76 5 10 33 43 14 234 5 177 148 19 57 5 205 559 67 5 81 612 5 19 10 124 205 5 153 220 5 215 29 57 3416
14.0 16 86 5 11 38 48 16 264 5 199 167 22 65 5 231 630 75 5 91 689 5 22 11 140 231 5 172 248 5 242 32 65 3848
15.0 18 97 6 12 42 55 18 297 6 224 188 24 73 6 261 709 85 6 103 776 6 24 12 158 261 6 194 279 6 273 36 73 4333
16.0 20 109 7 14 48 61 20 334 7 252 211 27 82 7 293 798 96 7 116 873 7 27 14 177 293 7 218 314 7 307 41 82 4878
17.0 23 123 8 15 54 69 23 376 8 284 238 31 92 8 330 899 108 8 131 983 8 31 15 200 330 8 246 353 8 346 46 92 5491
18.0 26 138 9 17 61 78 26 424 9 320 268 35 104 9 372 1011 121 9 147 1107 9 35 17 225 372 9 277 398 9 389 52 104 6181
19.0 29 156 10 19 68 88 29 477 10 360 302 39 117 10 418 1138 136 10 165 1246 10 39 19 253 418 10 311 448 10 438 58 117 6957
20.0 33 175 11 22 77 99 33 537 11 405 339 44 131 11 471 1281 153 11 186 1402 11 44 22 285 471 11 350 504 11 493 66 131 7830
21.0 37 197 12 25 86 111 37 604 12 456 382 49 148 12 530 1442 173 12 210 1578 12 49 25 320 530 12 394 567 12 555 74 148 8812
22.0 42 222 14 28 97 125 42 680 14 513 430 55 166 14 596 1623 194 14 236 1775 14 55 28 361 596 14 444 638 14 624 83 166 9916
23.0 47 250 16 31 109 140 47 765 16 577 484 62 187 16 671 1826 218 16 265 1998 16 62 31 406 671 16 499 718 16 702 94 187 11158
24.0 53 281 18 35 123 158 53 860 18 650 544 70 211 18 755 2055 246 18 299 2248 18 70 35 457 755 18 562 808 18 790 105 211 12556
25.0 59 316 20 40 138 178 59 968 20 731 613 79 237 20 850 2312 277 20 336 2529 20 79 40 514 850 20 632 909 20 889 119 237 14127
26.0 67 356 22 44 156 200 67 1089 22 823 689 89 267 22 956 2601 311 22 378 2845 22 89 44 578 956 22 711 1023 22 1000 133 267 15895
27.0 75 400 25 50 175 225 75 1226 25 925 775 100 300 25 1075 2926 350 25 425 3201 25 100 50 650 1075 25 800 1151 25 1126 150 300 17883
28.0 84 450 28 56 197 253 84 1379 28 1041 872 113 338 28 1210 3292 394 28 478 3602 28 113 56 732 1210 28 900 1294 28 1266 169 338 20120
29.0 95 507 32 63 222 285 95 1551 32 1171 981 127 380 32 1361 3704 443 32 538 4052 32 127 63 823 1361 32 1013 1456 32 1425 190 380 22635
30.0 107 570 36 71 249 321 107 1745 36 1318 1104 142 427 36 1531 4167 499 36 605 4559 36 142 71 926 1531 36 1140 1638 36 1603 214 427 25465
31.0 120 641 40 80 280 361 120 1963 40 1482 1242 160 481 40 1723 4688 561 40 681 5129 40 160 80 1042 1723 40 1282 1843 40 1803 240 481 28648
32.0 135 721 45 90 316 406 135 2209 45 1668 1397 180 541 45 1938 5274 631 45 766 5770 45 180 90 1172 1938 45 1442 2073 45 2028 270 541 32229
33.0 152 811 51 101 355 456 152 2485 51 1876 1572 203 608 51 2180 5933 710 51 862 6491 51 203 101 1318 2180 51 1623 2333 51 2282 304 608 36256
34.0 171 913 57 114 399 513 171 2795 57 2111 1768 228 685 57 2453 6674 799 57 970 7302 57 228 114 1483 2453 57 1825 2624 57 2567 342 685 40786
35.0 193 1027 64 128 449 578 193 3144 64 2374 1989 257 770 64 2759 7508 898 64 1091 8214 64 257 128 1668 2759 64 2053 2952 64 2888 385 770 45882
36.0 217 1155 72 144 505 650 217 3537 72 2671 2238 289 866 72 3104 8446 1011 72 1227 9240 72 289 144 1877 3104 72 2310 3321 72 3248 433 866 51614
37.0 244 1299 81 162 568 731 244 3979 81 3005 2517 325 974 81 3492 9501 1137 81 1380 10394 81 325 162 2111 3492 81 2599 3735 81 3654 487 974 58061
38.0 274 1462 91 183 639 822 274 4476 91 3380 2832 365 1096 91 3928 10688 1279 91 1553 11693 91 365 183 2375 3928 91 2923 4202 91 4111 548 1096 65314
39.0 308 1644 103 206 719 925 308 5035 103 3802 3185 411 1233 103 4419 12023 1439 103 1747 13153 103 411 206 2672 4419 103 3288 4727 103 4624 617 1233 73472
40.0 347 1849 116 231 809 1040 347 5664 116 4277 3583 462 1387 116 4970 13524 1618 116 1965 14796 116 462 231 3005 4970 116 3699 5317 116 5202 694 1387 82648
41.0 390 2080 130 260 910 1170 390 6371 130 4811 4031 520 1560 130 5591 15213 1820 130 2210 16644 130 520 260 3381 5591 130 4161 5981 130 5851 780 1560 92970
42.0 439 2340 146 293 1024 1316 439 7167 146 5412 4534 585 1755 146 6289 17113 2048 146 2487 18722 146 585 293 3803 6289 146 4681 6728 146 6582 878 1755 104581
43.0 494 2633 165 329 1152 1481 494 8062 165 6088 5101 658 1974 165 7075 19250 2303 165 2797 21060 165 658 329 4278 7075 165 5265 7569 165 7404 987 1974 117641
44.0 555 2961 185 370 1296 1666 555 9069 185 6848 5737 740 2221 185 7958 21654 2591 185 3146 23690 185 740 370 4812 7958 185 5923 8514 185 8329 1110 2221 132332
45.0 625 3331 208 416 1457 1874 625 10201 208 7703 6454 833 2498 208 8952 24358 2915 208 3539 26649 208 833 416 5413 8952 208 6662 9577 208 9369 1249 2498 148857
46.0 703 3747 234 468 1639 2108 703 11475 234 8665 7260 937 2810 234 10070 27400 3279 234 3981 29976 234 937 468 6089 10070 234 7494 10773 234 10539 1405 2810 167445
47.0 790 4215 263 527 1844 2371 790 12908 263 9747 8166 1054 3161 263 11328 30822 3688 263 4478 33719 263 1054 527 6849 11328 263 8430 12118 263 11854 1581 3161 188354
48.0 889 4741 296 593 2074 2667 889 14520 296 10964 9186 1185 3556 296 12742 34670 4149 296 5038 37930 296 1185 593 7704 12742 296 9482 13631 296 13335 1778 3556 211873
49.0 1000 5333 333 667 2333 3000 1000 16333 333 12333 10333 1333 4000 333 14333 38999 4667 333 5667 42666 333 1333 667 8667 14333 333 10666 15333 333 15000 2000 4000 238329
50.0 1125 5999 375 750 2625 3375 1125 18372 375 13873 11623 1500 4499 375 16123 43869 5249 375 6374 47993 375 1500 750 9749 16123 375 11998 17248 375 16873 2250 4499 268088
51.0 1265 6748 422 844 2952 3796 1265 20667 422 15605 13075 1687 5061 422 18136 49347 5905 422 7170 53986 422 1687 844 10966 18136 422 13496 19401 422 18979 2531 5061 301562
52.0 1423 7591 474 949 3321 4270 1423 23247 474 17554 14707 1898 5693 474 20400 55508 6642 474 8065 60727 474 1898 949 12335 20400 474 15182 21824 474 21349 2847 5693 339216
53.0 1601 8539 534 1067 3736 4803 1601 26150 534 19746 16544 2135 6404 534 22948 62439 7471 534 9072 68309 534 2135 1067 13875 22948 534 17077 24549 534 24015 3202 6404 381571
54.0 1801 9605 600 1201 4202 5403 1801 29415 600 22211 18609 2401 7204 600 25813 70235 8404 600 10205 76838 600 2401 1201 15608 25813 600 19210 27614 600 27013 3602 7204 429213
55.0 2026 10804 675 1351 4727 6077 2026 33087 675 24984 20933 2701 8103 675 29036 79004 9454 675 11479 86432 675 2701 1351 17557 29036 675 21608 31062 675 30386 4052 8103 482804
56.0 2279 12153 760 1519 5317 6836 2279 37218 760 28104 23546 3038 9115 760 32661 88869 10634 760 12913 97224 760 3038 1519 19749 32661 760 24306 34940 760 34180 4557 9115 543086
