Covid-19 Nucleation Estimated by PSD Model @ CDS/IISc
Day AN AP AR AS BR CH CT DL GA GJ HR HP JK JH KA KL LA LD MP MH MN OR PY PB RJ SK TN TG TR UP UT WB Total
0.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1.0 2 9 1 1 4 5 2 28 1 21 18 2 7 1 25 68 8 1 10 74 1 2 1 15 25 1 19 27 1 26 3 7 415
2.0 2 8 1 1 4 5 2 25 1 19 16 2 6 1 22 60 7 1 9 65 1 2 1 13 22 1 16 23 1 23 3 6 364
3.0 2 9 1 1 4 5 2 28 1 21 18 2 7 1 25 68 8 1 10 74 1 2 1 15 25 1 19 27 1 26 3 7 414
4.0 2 11 1 1 5 6 2 34 1 26 22 3 8 1 30 82 10 1 12 90 1 3 1 18 30 1 22 32 1 32 4 8 502
5.0 3 14 1 2 6 8 3 42 1 32 27 3 10 1 37 100 12 1 15 110 1 3 2 22 37 1 27 39 1 39 5 10 612
6.0 3 17 1 2 7 9 3 51 1 38 32 4 12 1 45 122 15 1 18 133 1 4 2 27 45 1 33 48 1 47 6 12 743
7.0 4 20 1 3 9 11 4 61 1 46 39 5 15 1 54 146 18 1 21 160 1 5 3 33 54 1 40 58 1 56 8 15 895
8.0 4 24 1 3 10 13 4 73 1 55 46 6 18 1 64 175 21 1 25 192 1 6 3 39 64 1 48 69 1 67 9 18 1071
9.0 5 28 2 4 12 16 5 87 2 66 55 7 21 2 77 208 25 2 30 228 2 7 4 46 77 2 57 82 2 80 11 21 1273
10.0 6 34 2 4 15 19 6 103 2 78 65 8 25 2 90 246 29 2 36 269 2 8 4 55 90 2 67 97 2 95 13 25 1504
11.0 7 40 2 5 17 22 7 121 2 91 77 10 30 2 106 289 35 2 42 316 2 10 5 64 106 2 79 114 2 111 15 30 1766
12.0 9 46 3 6 20 26 9 141 3 107 89 12 35 3 124 337 40 3 49 369 3 12 6 75 124 3 92 132 3 130 17 35 2058
13.0 10 53 3 7 23 30 10 163 3 123 103 13 40 3 143 390 47 3 57 427 3 13 7 87 143 3 107 153 3 150 20 40 2384
14.0 11 61 4 8 27 34 11 188 4 142 119 15 46 4 165 448 54 4 65 491 4 15 8 100 165 4 123 176 4 172 23 46 2741
15.0 13 70 4 9 31 39 13 214 4 162 136 18 53 4 188 512 61 4 74 560 4 18 9 114 188 4 140 201 4 197 26 53 3129
16.0 15 79 5 10 35 45 15 243 5 184 154 20 60 5 213 580 69 5 84 635 5 20 10 129 213 5 159 228 5 223 30 60 3547
17.0 17 89 6 11 39 50 17 273 6 206 173 22 67 6 240 653 78 6 95 714 6 22 11 145 240 6 179 257 6 251 33 67 3990
18.0 19 100 6 12 44 56 19 305 6 230 193 25 75 6 268 729 87 6 106 797 6 25 12 162 268 6 199 286 6 280 37 75 4453
19.0 21 110 7 14 48 62 21 338 7 255 214 28 83 7 297 807 97 7 117 883 7 28 14 179 297 7 221 317 7 310 41 83 4931
20.0 23 121 8 15 53 68 23 371 8 280 235 30 91 8 326 886 106 8 129 969 8 30 15 197 326 8 242 348 8 341 45 91 5415
21.0 25 133 8 17 58 75 25 406 8 307 257 33 100 8 357 971 116 8 141 1062 8 33 17 216 357 8 265 382 8 373 50 100 5931
22.0 27 145 9 18 64 82 27 445 9 336 282 36 109 9 391 1063 127 9 154 1163 9 36 18 236 391 9 291 418 9 409 55 109 6496
23.0 30 159 10 20 69 89 30 486 10 367 307 40 119 10 426 1160 139 10 168 1269 10 40 20 258 426 10 317 456 10 446 59 119 7086
24.0 32 172 11 22 75 97 32 527 11 398 334 43 129 11 463 1259 151 11 183 1378 11 43 22 280 463 11 344 495 11 484 65 129 7697
